date;marketplace;brand;campaign_type;impressions;clicks;orders;spend
2025-02-21;Яндекс Маркет;ДетиПоносят;Авто-реклама;115137;7744;946;379456
2025-08-07;Lamoda;ДетиНеВыносят;Продвижение карточки;55637;3965;155;233935
2025-08-15;Ozon;ДетиПоносят;Брендовая реклама;85827;2326;244;183754
2025-11-06;Яндекс Маркет;ДетиНосят;Авто-реклама;194687;2517;91;135918
2025-10-24;Lamoda;ДетиНеВыносят;Поиск;56998;3528;109;197568
2025-08-20;Ozon;ДетиНосят;Продвижение карточки;176994;7042;304;246470
2025-06-14;Lamoda;ДетиНеВыносят;Авто-реклама;178540;2077;208;91388
2025-11-07;Wildberries;ДетиНосят;Каталог;76081;1309;176;36652
2025-10-16;Ozon;ДетиПоносят;Авто-реклама;189220;9342;1184;653940
2025-06-25;Wildberries;ДетиНеВыносят;Продвижение карточки;80963;3143;120;106862
2025-09-29;Lamoda;ДетиНосят;Брендовая реклама;67697;2482;92;52122
2025-10-16;Lamoda;ДетиНосят;Поиск;174180;12024;558;745488
2025-08-07;Яндекс Маркет;ДетиНосят;Брендовая реклама;47745;2682;233;144828
2025-08-27;Lamoda;ДетиНеВыносят;Каталог;188791;9365;776;299680
2025-04-24;Lamoda;ДетиПоносят;Авто-реклама;142041;3570;382;103530
2025-11-22;Lamoda;ДетиНеВыносят;Продвижение карточки;159285;3330;201;176490
2025-04-22;Lamoda;ДетиНеВыносят;Поиск;9512;508;17;40640
2025-11-27;Wildberries;ДетиНеВыносят;Каталог;146820;8072;814;597328
2025-07-23;Wildberries;ДетиПоносят;Поиск;5453;179;15;10740
2025-01-01;Wildberries;ДетиНосят;Брендовая реклама;132826;9222;922;590208
2025-03-01;Wildberries;ДетиНосят;Каталог;120862;6231;322;236778
2025-07-19;Wildberries;ДетиПоносят;Авто-реклама;98937;1698;87;86598
2025-08-10;Lamoda;ДетиНеВыносят;Каталог;118850;6338;205;82394
2025-08-09;Ozon;ДетиПоносят;Продвижение карточки;32479;457;39;36560
2025-09-29;Ozon;ДетиНосят;Каталог;1760;111;8;3108
2025-05-18;Ozon;ДетиНеВыносят;Брендовая реклама;142903;9952;714;557312
2025-11-08;Wildberries;ДетиНеВыносят;Поиск;35508;2572;152;100308
2025-05-22;Ozon;ДетиНосят;Каталог;146177;6231;852;398784
2025-12-13;Яндекс Маркет;ДетиНосят;Брендовая реклама;93538;4589;347;128492
2025-04-28;Lamoda;ДетиНеВыносят;Поиск;126441;4941;603;331047
2025-06-24;Wildberries;ДетиПоносят;Каталог;46116;2402;134;163336
2025-11-02;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;125248;3379;223;182466
2025-09-24;Lamoda;ДетиПоносят;Авто-реклама;189111;3806;219;258808
2025-04-01;Яндекс Маркет;ДетиНосят;Авто-реклама;101937;3359;225;178027
2025-01-23;Lamoda;ДетиПоносят;Каталог;85497;3401;252;112233
2025-03-05;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;92471;3931;470;172964
2025-03-31;Ozon;ДетиНеВыносят;Авто-реклама;132419;2765;86;188020
2025-08-22;Lamoda;ДетиНеВыносят;Брендовая реклама;114985;5354;186;208806
2025-12-07;Яндекс Маркет;ДетиНосят;Каталог;136851;1924;102;44252
2025-03-07;Ozon;ДетиНеВыносят;Каталог;37920;2284;123;84508
2025-05-01;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;164423;6955;703;111280
2025-09-26;Яндекс Маркет;ДетиНеВыносят;Каталог;167283;12156;1806;972480
2025-06-14;Lamoda;ДетиНеВыносят;Брендовая реклама;156049;9974;1130;478752
2025-03-21;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;40852;1222;63;45214
2025-03-11;Wildberries;ДетиНеВыносят;Поиск;131578;6348;275;463404
2025-05-21;Яндекс Маркет;ДетиНосят;Продвижение карточки;42311;1347;124;24246
2025-04-08;Wildberries;ДетиПоносят;Авто-реклама;192976;5104;316;260304
2025-03-10;Wildberries;ДетиНеВыносят;Брендовая реклама;108256;5925;207;100725
2025-06-17;Ozon;ДетиНеВыносят;Каталог;73858;1668;231;96744
2025-09-22;Lamoda;ДетиНеВыносят;Брендовая реклама;103744;5201;182;130025
2025-03-18;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;28330;1988;167;113316
2025-01-28;Lamoda;ДетиНеВыносят;Каталог;198295;4518;537;171684
2025-05-08;Яндекс Маркет;ДетиНосят;Брендовая реклама;191693;9571;680;248846
2025-03-29;Lamoda;ДетиНеВыносят;Авто-реклама;139698;8932;1195;241164
2025-01-06;Lamoda;ДетиНосят;Поиск;53164;4036;209;230052
2025-09-29;Яндекс Маркет;ДетиПоносят;Каталог;32312;1491;125;73059
2025-09-09;Ozon;ДетиНеВыносят;Продвижение карточки;15725;503;44;38228
2025-12-23;Lamoda;ДетиНосят;Продвижение карточки;148308;11408;1145;501952
2025-05-15;Lamoda;ДетиПоносят;Продвижение карточки;59161;1799;223;52171
2025-12-16;Lamoda;ДетиПоносят;Поиск;80363;3236;392;174744
2025-10-24;Яндекс Маркет;ДетиПоносят;Каталог;66330;4696;251;347504
2025-05-13;Lamoda;ДетиНеВыносят;Авто-реклама;78005;3003;240;51051
2025-06-13;Яндекс Маркет;ДетиНосят;Поиск;183589;5050;675;212100
2025-08-09;Wildberries;ДетиПоносят;Продвижение карточки;83864;1753;149;133228
2025-03-03;Яндекс Маркет;ДетиПоносят;Продвижение карточки;119579;3220;415;225400
2025-08-20;Lamoda;ДетиПоносят;Брендовая реклама;190837;6296;623;69256
2025-07-15;Ozon;ДетиНеВыносят;Каталог;23177;1230;118;63960
2025-11-25;Яндекс Маркет;ДетиНеВыносят;Поиск;140914;2564;322;117944
2025-12-25;Яндекс Маркет;ДетиНеВыносят;Каталог;155661;9223;1242;92230
2025-10-23;Ozon;ДетиПоносят;Поиск;67106;3459;124;276720
2025-06-15;Wildberries;ДетиПоносят;Брендовая реклама;34866;1892;195;104060
2025-01-22;Яндекс Маркет;ДетиНосят;Авто-реклама;157792;6777;650;81324
2025-11-13;Lamoda;ДетиНосят;Поиск;135109;10220;1269;439460
2025-01-07;Яндекс Маркет;ДетиНосят;Авто-реклама;183450;4108;511;271128
2025-09-15;Wildberries;ДетиНеВыносят;Продвижение карточки;60220;2411;360;38576
2025-01-18;Яндекс Маркет;ДетиНосят;Авто-реклама;69299;3245;315;77880
2025-06-15;Wildberries;ДетиНосят;Брендовая реклама;158402;5109;426;240123
2025-07-01;Lamoda;ДетиНеВыносят;Поиск;96759;3223;369;35453
2025-09-06;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;41543;1815;189;39930
2025-06-21;Lamoda;ДетиНосят;Продвижение карточки;45929;2148;102;81624
2025-12-08;Яндекс Маркет;ДетиНосят;Авто-реклама;188541;2068;175;130284
2025-08-07;Ozon;ДетиНосят;Поиск;7938;176;14;8096
2025-08-14;Ozon;ДетиПоносят;Продвижение карточки;59022;1055;52;62245
2025-01-30;Яндекс Маркет;ДетиНосят;Продвижение карточки;185855;9889;1174;741675
2025-06-18;Lamoda;ДетиНеВыносят;Авто-реклама;36072;682;42;42966
2025-10-04;Lamoda;ДетиНосят;Авто-реклама;73594;5647;725;191998
2025-07-01;Wildberries;ДетиНеВыносят;Поиск;102463;1409;166;105675
2025-11-24;Wildberries;ДетиНеВыносят;Поиск;173787;7507;611;367843
2025-03-15;Ozon;ДетиПоносят;Каталог;102765;6458;677;471434
2025-06-01;Ozon;ДетиПоносят;Продвижение карточки;13003;925;88;30525
2025-11-12;Lamoda;ДетиНеВыносят;Продвижение карточки;174447;3975;424;107325
2025-05-20;Ozon;ДетиНосят;Поиск;31370;1708;164;63196
2025-07-16;Ozon;ДетиНеВыносят;Авто-реклама;108224;7683;899;92196
2025-08-03;Wildberries;ДетиНосят;Брендовая реклама;51583;3172;369;85644
2025-09-14;Lamoda;ДетиПоносят;Продвижение карточки;19301;1092;88;54600
2025-05-12;Ozon;ДетиНеВыносят;Каталог;54919;2878;315;46048
2025-02-13;Wildberries;ДетиПоносят;Авто-реклама;11635;175;14;13475
2025-11-23;Lamoda;ДетиНосят;Брендовая реклама;65393;1645;49;113505
2025-06-25;Lamoda;ДетиПоносят;Продвижение карточки;132093;7122;732;306246
2025-03-03;Яндекс Маркет;ДетиНеВыносят;Поиск;148976;2710;188;48780
2025-03-31;Ozon;ДетиНосят;Продвижение карточки;172438;3928;283;39280
2025-01-08;Lamoda;ДетиПоносят;Брендовая реклама;67080;4236;607;114372
2025-07-31;Lamoda;ДетиНеВыносят;Поиск;160070;5440;533;54400
2025-09-25;Wildberries;ДетиНосят;Брендовая реклама;55519;3960;211;209880
2025-10-26;Яндекс Маркет;ДетиНеВыносят;Каталог;166387;5682;209;204552
2025-07-28;Wildberries;ДетиНосят;Поиск;192770;5351;421;96318
2025-04-05;Ozon;ДетиНосят;Авто-реклама;63926;1654;149;79392
2025-12-20;Lamoda;ДетиНеВыносят;Брендовая реклама;138907;6717;815;261963
2025-08-24;Wildberries;ДетиНосят;Поиск;21023;1005;42;46230
2025-05-02;Wildberries;ДетиПоносят;Продвижение карточки;144119;10608;1520;625872
2025-01-20;Wildberries;ДетиПоносят;Поиск;161934;1816;74;32688
2025-06-28;Ozon;ДетиНосят;Продвижение карточки;193223;4412;164;225012
2025-02-28;Яндекс Маркет;ДетиНосят;Поиск;183320;7171;554;114736
2025-10-13;Ozon;ДетиНеВыносят;Продвижение карточки;155143;7232;786;303744
2025-06-06;Яндекс Маркет;ДетиПоносят;Брендовая реклама;162676;2206;110;127948
2025-04-26;Lamoda;ДетиНеВыносят;Поиск;13006;1029;75;82320
2025-10-18;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;27342;2085;151;31275
2025-12-03;Lamoda;ДетиПоносят;Каталог;33450;1175;92;22325
2025-05-17;Wildberries;ДетиПоносят;Каталог;171420;1987;198;39740
2025-03-06;Яндекс Маркет;ДетиНосят;Каталог;131853;7313;415;453406
2025-04-22;Wildberries;ДетиНосят;Брендовая реклама;71619;3201;103;179256
2025-04-14;Яндекс Маркет;ДетиПоносят;Брендовая реклама;138312;10496;568;661248
2025-09-06;Яндекс Маркет;ДетиНеВыносят;Поиск;63784;4510;456;148830
2025-08-31;Ozon;ДетиНеВыносят;Брендовая реклама;109860;8781;831;421488
2025-01-05;Lamoda;ДетиНосят;Авто-реклама;45398;3563;153;142520
2025-10-01;Ozon;ДетиНосят;Авто-реклама;136378;6866;253;466888
2025-08-29;Яндекс Маркет;ДетиНосят;Продвижение карточки;147314;8940;1261;134100
2025-06-02;Яндекс Маркет;ДетиНеВыносят;Поиск;24532;354;29;28320
2025-12-15;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;94465;7103;542;411974
2025-07-04;Lamoda;ДетиНеВыносят;Каталог;27865;408;24;19584
2025-03-09;Lamoda;ДетиНосят;Авто-реклама;21877;1244;66;84592
2025-10-27;Lamoda;ДетиНеВыносят;Авто-реклама;55299;3115;386;137060
2025-03-07;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;127653;8365;884;359695
2025-06-13;Ozon;ДетиПоносят;Авто-реклама;87258;2390;283;129060
2025-11-02;Ozon;ДетиПоносят;Авто-реклама;71899;5444;767;370192
2025-06-20;Wildberries;ДетиНеВыносят;Поиск;67229;2042;226;73512
2025-08-11;Lamoda;ДетиНосят;Продвижение карточки;24419;845;95;39715
2025-11-05;Lamoda;ДетиНеВыносят;Каталог;193456;7070;658;438340
2025-07-06;Wildberries;ДетиПоносят;Поиск;109104;5463;228;234909
2025-03-30;Lamoda;ДетиПоносят;Продвижение карточки;19842;1480;156;102120
2025-01-02;Wildberries;ДетиНосят;Поиск;70425;4609;366;101398
2025-09-18;Lamoda;ДетиНеВыносят;Продвижение карточки;101954;1961;266;84323
